Update Date and Time (ISO),Update Duration (ms),Reading Date and Time (ISO),Air pressure (mb),Air temperature (C),Tide height (m),Wind direction (deg),Wind gust speed (kn),Wind speed (kn),True air temperature (C),True tide height (m),Independent tide height prediction (m),Independent tide height deviation (m),Dependent tide height prediction (m),Dependent tide height deviation (m),Independent air temperature prediction (C),Independent air temperature deviation (C),Dependent air temperature prediction (C),Dependent air temperature deviation (C)
2007-05-28T20:25:00,0,2007-05-28T20:25:00,1009,11.2,3.5,338,24.7,18.4,11.17,3.5,3.4868,0.017237,3.4852,0.01688,10.9633,0.13596,10.9633,0.13508
2007-05-28T20:30:00,0,2007-05-28T20:30:00,1009,10.6,3.6,346,22.5,17.2,10.63,3.57,3.548,0.020451,3.5442,0.019728,10.8873,0.15544,10.8835,0.15409
2007-05-28T20:40:00,0,2007-05-28T20:40:00,1009,10,3.7,331,19,16.9,10.25,3.7,3.6858,0.023865,3.6793,0.022743,10.6378,0.17486,10.6335,0.17302
2007-05-28T20:45:00,0,2007-05-28T20:45:00,1009,9.9,3.8,344,20.8,16.3,9.75,3.77,3.7675,0.017801,3.7633,0.017425,10.2035,0.13968,10.2056,0.13878
2007-05-28T20:50:00,0,2007-05-28T20:50:00,1009,9.9,3.8,333,19.8,13.4,9.92,3.83,3.825,0.021048,3.8203,0.020264,10.0773,0.15944,10.0797,0.15807
2007-05-28T20:55:00,0,2007-05-28T20:55:00,1009,10.3,3.9,354,18.5,14.7,10.25,3.89,3.8694,0.020405,3.8706,0.019665,9.8994,0.15537,9.9018,0.15408
2007-05-28T21:00:00,0,2007-05-28T21:00:00,1010,9.8,4,331,14.4,12.2,9.75,3.95,3.9292,0.020073,3.9299,0.019352,9.8925,0.15278,9.8927,0.15153
2007-05-28T21:05:00,0,2007-05-28T21:05:00,1010,9.5,4,351,20.4,13.3,9.5,3.99,4.0009,0.016599,4.0004,0.016279,9.6917,0.13071,9.6931,0.12993
2007-05-28T21:10:00,0,2007-05-28T21:10:00,,,,,,,9.58,4.03,4.0455,0.019855,4.0468,0.019194,9.5741,0.15032,9.5761,0.14911
2007-05-28T21:15:00,0,2007-05-28T21:15:00,1010,9.3,4.1,335,14.6,10.1,9,4.07,4.0905,0.01858,4.0913,0.01818,9.4115,0.14377,9.4139,0.14277
2007-05-28T21:20:00,0,2007-05-28T21:20:00,1010,9.1,4.1,330,11.5,11.1,9.08,4.09,4.125,0.022042,4.131,0.021158,9.2959,0.16452,9.2961,0.16303
2007-05-28T21:25:00,0,2007-05-28T21:25:00,1010,9.3,4.1,335,12.6,9.8,9.33,4.11,4.1434,0.021028,4.15,0.020199,9.1218,0.15898,9.1215,0.15763
2007-05-28T21:30:00,0,2007-05-28T21:30:00,,,,,,,9.4,4.14,4.1481,0.020434,4.1542,0.01965,9.0642,0.15524,9.0657,0.15395
2007-05-28T21:35:00,0,2007-05-28T21:35:00,1010,9.4,4.2,323,9.9,9.3,9.25,4.15,4.1614,0.024185,4.1664,0.022942,8.9631,0.17735,8.9647,0.17552
2007-05-28T21:40:00,0,2007-05-28T21:40:00,1010,9.1,4.2,330,12.8,10.7,9.08,4.17,4.1874,0.022179,4.1873,0.021251,9.024,0.16697,9.0205,0.16545
2007-05-28T21:45:00,0,2007-05-28T21:45:00,1010,9.4,4.2,321,8.9,9.8,9.42,4.17,4.1987,0.021051,4.196,0.020251,8.9756,0.16014,8.972,0.15879
2007-05-28T21:50:00,0,2007-05-28T21:50:00,1010,9.3,4.2,323,12.6,10,9.33,4.17,4.2023,0.020406,4.2055,0.019669,9.041,0.1557,9.0351,0.15443
2007-05-28T21:55:00,0,2007-05-28T21:55:00,1010,9.2,4.2,321,10.7,9.2,9.17,4.17,4.2011,0.020081,4.2083,0.019347,9.0705,0.1529,9.0639,0.15166
2007-05-28T22:00:00,0,2007-05-28T22:00:00,1010,8.9,4.2,319,11.7,9.9,8.92,4.17,4.1983,0.016612,4.2035,0.01629,9.0289,0.13072,9.0243,0.12994
2007-05-28T22:05:00,0,2007-05-28T22:05:00,,,,,,,9.25,4.17,4.1931,0.01994,4.202,0.019224,8.9943,0.15029,8.9894,0.14908
2007-05-28T22:10:00,0,2007-05-28T22:10:00,1010,9,4.2,317,11.3,10.1,8.92,4.17,4.1865,0.023872,4.1984,0.022576,8.9629,0.17249,8.9608,0.17073
2007-05-28T22:15:00,0,2007-05-28T22:15:00,1010,8.8,4.2,315,11.3,10.6,8.75,4.17,4.1853,0.022241,4.1939,0.021169,8.9474,0.16446,8.9424,0.16296
2007-05-28T22:20:00,0,2007-05-28T22:20:00,1010,9.2,4.1,312,13.6,11.1,9.17,4.14,4.1847,0.021259,4.1919,0.020209,8.8743,0.15894,8.8707,0.15757
2007-05-28T22:25:00,0,2007-05-28T22:25:00,1010,9,4.1,314,12.8,11.8,9,4.14,4.146,0.020719,4.1536,0.01975,8.9464,0.1552,8.9409,0.15391
2007-05-28T22:30:00,0,2007-05-28T22:30:00,1010,8.7,4.1,312,13.2,12,8.67,4.12,4.1191,0.02044,4.1258,0.019492,8.9463,0.15275,8.9441,0.15151
2007-05-28T22:35:00,0,2007-05-28T22:35:00,1011,8.8,4.1,306,12.2,11.2,8.75,4.12,4.1007,0.020294,4.1064,0.019357,8.8617,0.15123,8.8625,0.15
2007-05-28T22:45:00,0,2007-05-28T22:45:00,1011,8.9,4.1,314,15.4,12.8,9,4.1,4.0873,0.018822,4.0885,0.018427,8.8303,0.14377,8.834,0.14278
2007-05-28T22:50:00,0,2007-05-28T22:50:00,1011,8.5,4.1,313,13.4,12.7,8.83,4.11,4.0795,0.0224,4.0829,0.021393,8.8111,0.16449,8.8152,0.16301
2007-05-28T22:55:00,0,2007-05-28T22:55:00,1011,8.8,4.1,312,14.4,12.4,8.83,4.11,4.0815,0.021326,4.0832,0.019933,8.6906,0.15893,8.6944,0.15758
2007-05-28T23:00:00,0,2007-05-28T23:00:00,1010,8.3,4.1,302,14.8,12.1,8.33,4.11,4.0834,0.020703,4.0769,0.019516,8.6922,0.15517,8.6975,0.15389
2007-05-28T23:05:00,0,2007-05-28T23:05:00,1010,8.5,4.1,302,15.2,10.7,8.5,4.11,4.0855,0.020369,4.0744,0.019332,8.5463,0.15271,8.5497,0.15147
2007-05-28T23:15:00,0,2007-05-28T23:15:00,1010,8.6,4.1,313,15.4,13.8,8.58,4.12,4.0833,0.024155,4.0684,0.022828,8.4428,0.1733,8.44,0.17155
2007-05-28T23:20:00,0,2007-05-28T23:20:00,1011,8.1,4.1,302,15.7,11.4,8.08,4.13,4.0858,0.022383,4.0752,0.021313,8.4501,0.16482,8.4432,0.16333
2007-05-28T23:25:00,0,2007-05-28T23:25:00,1011,7.8,4.1,286,15.5,10.3,7.83,4.13,4.086,0.021349,4.08,0.020419,8.2937,0.15906,8.2874,0.15771
2007-05-28T23:30:00,0,2007-05-28T23:30:00,1011,7.7,4.1,288,15.4,12.6,7.68,4.13,4.0845,0.020768,4.0835,0.019901,8.0846,0.1552,8.0766,0.15393
2007-05-28T23:40:00,0,2007-05-28T23:40:00,1011,7.5,4.1,302,16.7,13.3,7.83,4.11,4.0711,0.024514,4.0822,0.023218,7.8069,0.17474,7.7932,0.17299
2007-05-28T23:45:00,0,2007-05-28T23:45:00,1011,7.4,4.1,303,14.4,10.7,7.5,4.11,4.0712,0.022655,4.0861,0.021548,7.6117,0.16554,7.5997,0.16405
2007-05-28T23:50:00,0,2007-05-28T23:50:00,1010,7.1,4.1,298,13,10.3,7.08,4.11,4.069,0.021582,4.087,0.020587,7.4448,0.15939,7.4319,0.15804
2007-05-28T23:55:00,0,2007-05-28T23:55:00,1010,7.5,4.1,292,12.8,8.9,7.5,4.1,4.0655,0.020944,4.0785,0.020035,7.2349,0.15533,7.2247,0.15406
2007-05-29T00:00:00,0,2007-05-29T00:00:00,1011,7.6,4.1,294,12.6,8.4,7.58,4.06,4.074,0.017011,4.082,0.016588,7.304,0.1317,7.2934,0.13092
2007-05-29T00:05:00,0,2007-05-29T00:05:00,,,,,,,6.67,4.06,4.058,0.020447,4.0677,0.019633,7.2186,0.15117,7.2047,0.14996
2007-05-29T00:10:00,0,2007-05-29T00:10:00,1011,7,4,294,14.4,10.5,7,4.04,4.039,0.02449,4.0521,0.02312,7.1368,0.17327,7.1193,0.17151
2007-05-29T00:15:00,0,2007-05-29T00:15:00,1011,7.2,4,300,13.8,11.6,7.17,4,3.9991,0.018027,4.0058,0.017621,7.0654,0.1392,7.0524,0.13831
2007-05-29T00:20:00,0,2007-05-29T00:20:00,,,,,,,7.58,3.98,3.9713,0.021491,3.984,0.020671,6.9935,0.15905,6.9756,0.15772
2007-05-29T00:25:00,0,2007-05-29T00:25:00,1011,7.2,4,309,17.1,13.3,7.17,3.96,3.9656,0.019459,3.9724,0.018989,7.0155,0.14873,6.9975,0.14771
2007-05-29T00:30:00,0,2007-05-29T00:30:00,,,,,,,7.25,3.92,3.9362,0.023061,3.9408,0.022098,6.9636,0.16914,6.9362,0.16763
2007-05-29T00:35:00,0,2007-05-29T00:35:00,1010,7.3,3.9,311,16.1,14,7.75,3.88,3.902,0.020161,3.9034,0.019669,7.0509,0.15433,7.0252,0.15327
2007-05-29T00:40:00,0,2007-05-29T00:40:00,1011,7.3,3.9,308,14,13.4,7.17,3.84,3.8656,0.023754,3.8608,0.02276,7.0221,0.17457,6.9861,0.17302
2007-05-29T00:45:00,0,2007-05-29T00:45:00,1011,7.2,3.8,308,16.1,13.7,7.17,3.8,3.8266,0.017758,3.8221,0.01742,7.1234,0.1388,7.0975,0.13801
2007-05-29T00:50:00,0,2007-05-29T00:50:00,1011,7,3.8,300,13,12.2,7,3.76,3.782,0.021152,3.772,0.02041,7.1134,0.1577,7.08,0.15648
2007-05-29T01:05:00,0,2007-05-29T01:05:00,1011,6.3,3.6,281,13.2,10,6.33,3.59,3.6301,0.029275,3.6075,0.027572,7.0487,0.19927,6.9931,0.19696
2007-05-29T01:10:00,0,2007-05-29T01:10:00,1011,6.4,3.5,284,11.9,10.3,6.42,3.53,3.5511,0.024609,3.5335,0.023506,6.7286,0.17896,6.6903,0.17727
2007-05-29T01:15:00,0,2007-05-29T01:15:00,1011,5.9,3.4,292,12.6,10.6,5.92,3.44,3.4587,0.02239,3.444,0.021519,6.5696,0.16687,6.5412,0.16547
2007-05-29T01:20:00,0,2007-05-29T01:20:00,1011,6.2,3.4,291,9.7,9.3,6.17,3.37,3.3725,0.017315,3.3654,0.01699,6.2725,0.13591,6.2569,0.13513
2007-05-29T01:25:00,0,2007-05-29T01:25:00,,,,,,,6.42,3.28,3.2924,0.020627,3.2793,0.019959,6.1985,0.15487,6.1805,0.15366
2007-05-29T01:30:00,0,2007-05-29T01:30:00,1011,6.1,3.2,290,12.4,9.4,6.17,3.19,3.2095,0.024611,3.1891,0.023393,6.1281,0.17654,6.1105,0.1748
2007-05-29T01:35:00,0,2007-05-29T01:35:00,1011,6.1,3.1,305,14,10.2,6.08,3.09,3.1127,0.01807,3.1034,0.017662,6.0652,0.14009,6.0558,0.13923
2007-05-29T01:40:00,0,2007-05-29T01:40:00,1011,6.8,3,296,15.9,10.8,6.83,2.99,3.0237,0.021486,3.0182,0.020647,6.0017,0.15969,5.991,0.15838
2007-05-29T01:45:00,0,2007-05-29T01:45:00,1011,6.5,2.9,281,13.8,10.5,6.5,2.88,2.9238,0.020857,2.9229,0.019989,6.187,0.15546,6.1771,0.15421
2007-05-29T01:50:00,0,2007-05-29T01:50:00,,,,,,,6.5,2.78,2.8218,0.020525,2.8232,0.019639,6.2476,0.15283,6.2369,0.1516
2007-05-29T01:55:00,0,2007-05-29T01:55:00,1011,6.4,2.7,302,13.4,12,6.92,2.67,2.7162,0.018996,2.7187,0.018433,6.2798,0.14511,6.2724,0.14411
2007-05-29T02:00:00,0,2007-05-29T02:00:00,1011,6.8,2.6,300,14.2,12.8,6.33,2.55,2.6197,0.0226,2.621,0.021535,6.2639,0.16565,6.2626,0.16417
2007-05-29T02:05:00,0,2007-05-29T02:05:00,1011,6.9,2.4,305,13.8,12.7,6.92,2.44,2.5155,0.021481,2.5152,0.020508,6.4213,0.15951,6.4235,0.15816
2007-05-29T02:10:00,0,2007-05-29T02:10:00,1011,6.5,2.3,309,14.4,12,6.5,2.34,2.3737,0.020915,2.3747,0.019922,6.5692,0.15546,6.5738,0.15419
2007-05-29T02:15:00,0,2007-05-29T02:15:00,1011,6.3,2.2,307,13,12.6,6.25,2.23,2.2448,0.020628,2.2457,0.019602,6.5624,0.15287,6.5688,0.15163
2007-05-29T02:25:00,0,2007-05-29T02:25:00,1011,6.3,2,301,11.5,9.5,6.08,2.02,2.0263,0.024524,2.0337,0.022986,6.4918,0.17343,6.5073,0.17168
2007-05-29T02:30:00,0,2007-05-29T02:30:00,1011,5.8,1.9,292,9.7,9.1,5.75,1.93,1.9188,0.022654,1.9263,0.021376,6.4207,0.16492,6.4363,0.16343
2007-05-29T02:35:00,0,2007-05-29T02:35:00,1011,6.3,1.9,279,11.5,8.4,6.25,1.85,1.8196,0.021548,1.8243,0.020421,6.2068,0.15914,6.2255,0.1578
2007-05-29T02:45:00,0,2007-05-29T02:45:00,1011,5.7,1.7,290,10.9,8.9,5.92,1.69,1.6949,0.019138,1.6945,0.018644,6.0215,0.1465,6.0415,0.14553
2007-05-29T02:50:00,0,2007-05-29T02:50:00,1011,5.8,1.6,294,11.1,9.4,5.83,1.63,1.6284,0.022727,1.6345,0.02159,5.9744,0.16693,6,0.16547
2007-05-29T02:55:00,0,2007-05-29T02:55:00,1011,5.8,1.6,286,11.9,9.4,5.75,1.57,1.5574,0.021512,1.5613,0.020461,5.8738,0.1601,5.8975,0.15879
2007-05-29T03:00:00,0,2007-05-29T03:00:00,1011,5.3,1.5,290,11.7,8.9,5.25,1.52,1.5213,0.02088,1.5247,0.019855,5.8047,0.15567,5.8243,0.15443
2007-05-29T03:05:00,0,2007-05-29T03:05:00,1011,5.5,1.5,296,10.1,8.9,5.5,1.48,1.4701,0.020512,1.4698,0.019547,5.6105,0.15287,5.6285,0.15168
2007-05-29T03:15:00,0,2007-05-29T03:15:00,1011,5.8,1.4,293,9.1,8.1,5.83,1.43,1.4178,0.02445,1.4172,0.022951,5.4697,0.17327,5.4849,0.1716
2007-05-29T03:20:00,0,2007-05-29T03:20:00,1011,5.9,1.4,295,7.6,6.7,5.92,1.41,1.3935,0.018042,1.3935,0.017551,5.6411,0.13919,5.6452,0.13835
2007-05-29T03:25:00,0,2007-05-29T03:25:00,1011,6,1.4,281,6,6.3,6,1.4,1.3809,0.02152,1.3845,0.020494,5.6257,0.15905,5.625,0.15779
2007-05-29T03:30:00,0,2007-05-29T03:30:00,1011,5.5,1.4,271,6.8,5.2,5.5,1.4,1.3831,0.020882,1.3797,0.019879,5.73,0.15522,5.7202,0.15403
2007-05-29T03:35:00,0,2007-05-29T03:35:00,,,,,,,5.25,1.4,1.3924,0.02056,1.3925,0.01956,5.6679,0.15274,5.655,0.1516
2007-05-29T03:40:00,0,2007-05-29T03:40:00,1011,4.9,1.4,285,7.2,6.1,5.08,1.42,1.4028,0.024593,1.4054,0.022988,5.6704,0.17479,5.6519,0.17318
2007-05-29T03:45:00,0,2007-05-29T03:45:00,1011,5.2,1.4,288,7.8,6.9,5.17,1.44,1.4115,0.018055,1.4136,0.017536,5.3472,0.13966,5.3363,0.13888
2007-05-29T03:50:00,0,2007-05-29T03:50:00,1011,5.1,1.5,290,7,6.4,5.08,1.47,1.4554,0.01748,1.4562,0.017102,5.2616,0.13591,5.2497,0.13521
2007-05-29T03:55:00,0,2007-05-29T03:55:00,1011,5.2,1.5,300,12.4,7.3,5.17,1.5,1.4853,0.020846,1.4815,0.019951,5.2359,0.15536,5.2238,0.1543
2007-05-29T04:00:00,0,2007-05-29T04:00:00,,,,,,,4.75,1.53,1.5253,0.020498,1.5167,0.019543,5.2075,0.15276,5.1935,0.15174
2007-05-29T04:05:00,0,2007-05-29T04:05:00,1011,5.5,1.6,300,9.7,7.6,5.33,1.57,1.5642,0.024496,1.557,0.022922,5.1968,0.17476,5.1824,0.17331
2007-05-29T04:10:00,0,2007-05-29T04:10:00,1011,5.7,1.6,309,10.1,7.6,5.67,1.62,1.6145,0.018038,1.6102,0.017508,5.416,0.13964,5.4056,0.13892
2007-05-29T04:15:00,0,2007-05-29T04:15:00,1011,5.7,1.7,291,9.1,6.1,5.67,1.67,1.6598,0.021459,1.651,0.020472,5.4483,0.15938,5.4354,0.15832
2007-05-29T04:20:00,0,2007-05-29T04:20:00,1011,5.6,1.7,302,12.6,7.8,5.58,1.72,1.7154,0.017106,1.7097,0.016688,5.5745,0.13335,5.567,0.13273
2007-05-29T04:25:00,0,2007-05-29T04:25:00,,,,,,,5.33,1.77,1.7645,0.020473,1.7586,0.019594,5.6307,0.15276,5.6273,0.15179
2007-05-29T04:30:00,0,2007-05-29T04:30:00,1011,5.5,1.8,297,8,7.7,5.58,1.82,1.8085,0.018938,1.8048,0.018393,5.6332,0.14505,5.6337,0.14428
2007-05-29T04:35:00,0,2007-05-29T04:35:00,1011,5.2,1.9,297,8.6,7.2,5.17,1.87,1.8725,0.018001,1.8695,0.017637,5.5517,0.13965,5.5567,0.13899
2007-05-29T04:40:00,0,2007-05-29T04:40:00,1011,5.3,1.9,303,8.9,7.4,5.25,1.91,1.923,0.021372,1.9196,0.020449,5.6006,0.1594,5.6052,0.15837
2007-05-29T04:45:00,0,2007-05-29T04:45:00,1011,5.3,2,304,9.5,7.6,5.25,1.95,1.963,0.020709,1.9587,0.019794,5.5635,0.15535,5.5708,0.15437
2007-05-29T04:50:00,0,2007-05-29T04:50:00,1011,5.3,2,299,8.4,5.7,5.25,1.99,2.0228,0.020365,2.0146,0.019466,5.5363,0.15277,5.548,0.15181
2007-05-29T04:55:00,0,2007-05-29T04:55:00,,,,,,,5.42,2.03,2.0596,0.020192,2.0527,0.019392,5.5158,0.1512,5.5317,0.15028
2007-05-29T05:00:00,0,2007-05-29T05:00:00,1011,4.9,2.1,299,7.6,6.1,5.08,2.06,2.1007,0.024131,2.0932,0.022691,5.5616,0.17331,5.5851,0.17195
2007-05-29T05:05:00,0,2007-05-29T05:05:00,1012,4.9,2.1,277,7.6,5.4,4.92,2.08,2.1381,0.022359,2.1308,0.021176,5.3817,0.16484,5.4103,0.16368
2007-05-29T05:10:00,0,2007-05-29T05:10:00,1012,5,2.1,296,8,6,5,2.12,2.1565,0.021323,2.1492,0.020265,5.254,0.15908,5.2827,0.15804
2007-05-29T05:15:00,0,2007-05-29T05:15:00,1011,4.6,2.1,287,6.2,5.1,4.58,2.14,2.1631,0.020722,2.1634,0.019717,5.1909,0.15523,5.2188,0.15425
2007-05-29T05:25:00,0,2007-05-29T05:25:00,1011,4.9,2.2,284,6.6,5.6,5.17,2.11,2.1869,0.018881,2.1892,0.018392,4.9814,0.14505,5.0071,0.14431
2007-05-29T05:30:00,0,2007-05-29T05:30:00,1011,5.3,2.2,289,7.8,6,5.25,2.18,2.2027,0.022392,2.204,0.021276,4.9721,0.16557,4.997,0.16445
2007-05-29T05:35:00,0,2007-05-29T05:35:00,1011,5.6,2.2,287,7.2,5,5.58,2.2,2.2155,0.021255,2.222,0.019792,5.0712,0.15942,5.0892,0.15839
2007-05-29T05:40:00,0,2007-05-29T05:40:00,1011,5.9,2.2,272,8,6,5.92,2.22,2.2145,0.016992,2.2195,0.016371,5.4127,0.13337,5.4201,0.13276
2007-05-29T05:45:00,0,2007-05-29T05:45:00,,,,,,,5.92,2.21,2.2229,0.02026,2.2302,0.019201,5.4564,0.15278,5.4592,0.15184
2007-05-29T05:50:00,0,2007-05-29T05:50:00,1011,6.6,2.2,284,10.7,8.3,6.33,2.22,2.2299,0.024104,2.2379,0.022466,5.4965,0.17481,5.4933,0.17345
2007-05-29T05:55:00,0,2007-05-29T05:55:00,1011,6.8,2.2,275,8.2,6.3,6.42,2.24,2.2144,0.017891,2.2194,0.017342,6.1741,0.13968,6.1627,0.13901
2007-05-29T06:00:00,0,2007-05-29T06:00:00,1011,6.9,2.3,279,9.3,7,6.92,2.26,2.2165,0.021205,2.2198,0.020224,6.2798,0.15947,6.2618,0.15846
2007-05-29T06:05:00,0,2007-05-29T06:05:00,,,,,,,7.25,2.26,2.251,0.020578,2.2561,0.019648,6.5684,0.15543,6.5451,0.15449
2007-05-29T06:15:00,0,2007-05-29T06:15:00,1012,7.8,2.3,301,8.6,7.3,7.83,2.29,2.2653,0.028732,2.2733,0.026626,6.7781,0.20158,6.7292,0.19977
2007-05-29T06:20:00,0,2007-05-29T06:20:00,1012,8.1,2.3,293,6.8,6.5,8,2.31,2.2927,0.024275,2.2946,0.022909,7.2998,0.18019,7.25,0.17894
2007-05-29T06:25:00,0,2007-05-29T06:25:00,1012,8.7,2.3,295,8.2,5.9,8.67,2.31,2.3078,0.022089,2.3057,0.021027,7.718,0.16755,7.6697,0.16655
2007-05-29T06:30:00,0,2007-05-29T06:30:00,1011,9.3,2.3,302,7.8,6.3,9.25,2.33,2.3177,0.020931,2.3125,0.020004,8.1886,0.15978,8.1403,0.15889
2007-05-29T06:35:00,0,2007-05-29T06:35:00,1011,9.1,2.4,292,10.1,7.9,9.08,2.35,2.3244,0.020341,2.3163,0.019465,8.702,0.15504,8.6514,0.15422
2007-05-29T06:40:00,0,2007-05-29T06:40:00,,,,,,,9.33,2.36,2.3656,0.020131,2.3592,0.019202,9.0156,0.15227,8.9665,0.15145
2007-05-29T06:45:00,0,2007-05-29T06:45:00,1011,9.2,2.4,275,8.4,5.5,9.5,2.37,2.3834,0.024004,2.3768,0.022488,9.2121,0.17412,9.1549,0.1729
2007-05-29T06:50:00,0,2007-05-29T06:50:00,1011,10.3,2.4,279,8,5.3,10.33,2.39,2.409,0.022267,2.4023,0.021034,9.3925,0.16516,9.3447,0.1641
2007-05-29T06:55:00,0,2007-05-29T06:55:00,1011,10.3,2.4,294,9.9,7.2,10.33,2.41,2.4166,0.01731,2.4138,0.016845,9.98,0.1358,9.9454,0.13522
2007-05-29T07:00:00,0,2007-05-29T07:00:00,1011,10.3,2.4,287,7.4,6.9,10.33,2.41,2.4238,0.01697,2.4223,0.016645,10.2189,0.13339,10.1869,0.13283
2007-05-29T07:05:00,0,2007-05-29T07:05:00,,,,,,,10.08,2.43,2.4409,0.020255,2.4425,0.019422,10.4205,0.153,10.387,0.15207
2007-05-29T07:10:00,0,2007-05-29T07:10:00,1011,10.8,2.4,298,6.8,4.7,10.75,2.44,2.436,0.018804,2.4392,0.01827,10.6696,0.14536,10.6414,0.1446
2007-05-29T07:15:00,0,2007-05-29T07:15:00,1011,11,2.5,323,8.6,6,10.83,2.45,2.4521,0.022286,2.4533,0.021176,10.856,0.1662,10.8283,0.16501
2007-05-29T07:20:00,0,2007-05-29T07:20:00,1011,10.8,2.5,312,12,9.2,10.83,2.48,2.4898,0.021187,2.4941,0.02019,11.0788,0.16019,11.0585,0.15907
2007-05-29T07:25:00,0,2007-05-29T07:25:00,1011,11,2.5,312,10.3,9.5,11,2.51,2.5113,0.016957,2.5145,0.016542,11.1194,0.13397,11.1083,0.1333
2007-05-29T07:30:00,0,2007-05-29T07:30:00,1011,10.6,2.5,302,12.6,9.7,10.63,2.52,2.5363,0.020211,2.5377,0.019408,11.2646,0.15396,11.2588,0.15287
2007-05-29T07:40:00,0,2007-05-29T07:40:00,1011,11.2,2.6,306,11.7,9.8,11.5,2.59,2.5792,0.023924,2.5833,0.022648,11.3112,0.17566,11.3199,0.17403
2007-05-29T07:45:00,0,2007-05-29T07:45:00,1011,11.4,2.6,308,9.7,9.9,11.42,2.63,2.6133,0.017838,2.6154,0.017417,11.3797,0.14056,11.3869,0.13974
2007-05-29T07:50:00,0,2007-05-29T07:50:00,1011,11.7,2.7,299,8.9,9,11.67,2.67,2.6491,0.021155,2.6543,0.020276,11.47,0.16134,11.4839,0.16002
2007-05-29T07:55:00,0,2007-05-29T07:55:00,1011,11.9,2.7,312,9.9,7.7,11.92,2.72,2.7084,0.020535,2.7089,0.019677,11.6276,0.15755,11.6423,0.15626
2007-05-29T08:00:00,0,2007-05-29T08:00:00,,,,,,,12.5,2.77,2.7516,0.020194,2.7541,0.019358,11.7988,0.15514,11.8151,0.15384
2007-05-29T08:05:00,0,2007-05-29T08:05:00,1011,12.2,2.8,317,6.4,6.4,12.58,2.82,2.8012,0.02402,2.8108,0.022676,11.8915,0.17834,11.9185,0.17642
2007-05-29T08:10:00,0,2007-05-29T08:10:00,1011,13.2,2.9,318,7,4.4,13.25,2.87,2.8703,0.017848,2.8744,0.017404,12.4191,0.14147,12.4306,0.14051
2007-05-29T08:15:00,0,2007-05-29T08:15:00,1011,13.9,2.9,304,5.6,5.8,13.92,2.94,2.9295,0.021149,2.9371,0.020285,12.5574,0.16217,12.5737,0.16067
2007-05-29T08:20:00,0,2007-05-29T08:20:00,1011,13.9,3,318,8.7,7.3,13.92,3.01,2.9864,0.016939,2.9907,0.016586,13.3263,0.13499,13.3301,0.13412
2007-05-29T08:25:00,0,2007-05-29T08:25:00,1011,14.1,3.1,315,10.5,6.9,14.08,3.08,3.0502,0.020189,3.0548,0.019403,13.5266,0.15527,13.5299,0.15387
2007-05-29T08:30:00,0,2007-05-29T08:30:00,,,,,,,14,3.15,3.134,0.020033,3.1308,0.019177,13.8877,0.15366,13.8855,0.15226
2007-05-29T08:35:00,0,2007-05-29T08:35:00,1011,14.5,3.2,281,8.2,5.1,14.5,3.23,3.2031,0.023884,3.198,0.022481,14.0866,0.17682,14.0798,0.17477
2007-05-29T08:40:00,0,2007-05-29T08:40:00,1011,15.1,3.3,279,10.5,7.2,15.08,3.3,3.2712,0.022158,3.27,0.021054,14.4225,0.16777,14.4109,0.16606
2007-05-29T08:45:00,0,2007-05-29T08:45:00,1011,14.9,3.4,281,9.9,6.4,14.92,3.37,3.3519,0.021133,3.3474,0.02018,14.8414,0.16169,14.8249,0.16018
2007-05-29T08:55:00,0,2007-05-29T08:55:00,1011,15,3.5,287,13.2,8.4,14.83,3.51,3.5102,0.024351,3.5001,0.023039,15.2626,0.18076,15.2375,0.17876
2007-05-29T09:00:00,0,2007-05-29T09:00:00,1011,14.8,3.6,297,8.6,7.9,14.83,3.58,3.5735,0.022316,3.5688,0.021251,15.3489,0.16974,15.3305,0.16806
2007-05-29T09:05:00,0,2007-05-29T09:05:00,1011,15.4,3.6,303,10.3,6.1,15.42,3.64,3.6327,0.017291,3.6311,0.016891,15.3449,0.13786,15.3334,0.13696
2007-05-29T09:10:00,0,2007-05-29T09:10:00,1011,15.6,3.7,298,11.3,9.2,15.58,3.7,3.6931,0.020514,3.6941,0.019702,15.4752,0.158,15.4606,0.1566
2007-05-29T09:15:00,0,2007-05-29T09:15:00,1012,15.3,3.8,259,9.3,7.6,15.33,3.76,3.7523,0.020169,3.7513,0.019326,15.6329,0.15513,15.6172,0.15377
2007-05-29T09:25:00,0,2007-05-29T09:25:00,1011,16,3.9,285,11.5,6.9,15.75,3.85,3.8735,0.023837,3.8709,0.022563,15.7384,0.17646,15.7212,0.17451
2007-05-29T09:30:00,0,2007-05-29T09:30:00,1012,15.9,3.9,288,13.2,8,15.92,3.89,3.9313,0.02213,3.9335,0.021057,15.914,0.16746,15.8969,0.1658
2007-05-29T09:35:00,0,2007-05-29T09:35:00,1011,15.8,3.9,293,13.6,8.6,15.75,3.93,3.9609,0.021105,3.9636,0.020163,15.9926,0.16142,15.9784,0.15993
2007-05-29T09:40:00,0,2007-05-29T09:40:00,1011,15.8,4,273,4.9,5.2,15.75,3.97,3.972,0.02052,3.9735,0.019633,16.0053,0.15742,15.9919,0.15601
